Response,Count
Toronto,8
Brampton,5
Richmond Hill,3
Oakville,3
Mississauga,3
Calgary,3
Scarborough,2
Waterloo,2
Markham,2
Milton,2
Burlington,2
Burnaby,2
Barrie,1
Victoria,1
"Cambridge, ON",1
Windsor,1
New Jersey,1
Nairobi,1
Ottawa,1
Waterdown,1
Kitchener,1
Bowmanville,1
Vaughan,1
Saskatoon,1
Hamilton,1
